Term,Final Reward,Average Reward,Final Net Worth,Final Cash,Food Inventory,Fuel Inventory,Clothes Inventory
61,-7.6962585,0.2753472,293.29373,18.194880930156092,44,0,0
62,-5.08934,0.0732473,152.29857,19.086398509728255,28,4,1
63,21.213654,0.32110438,350.14032,32.15191896397334,12,8,7
64,0.72058105,0.23782547,264.57523,47.6762323986061,22,1,3
65,0.319252,-0.07363536,45.362564,2.0926476090674724,14,7,2
66,-8.857315,0.19748174,251.27101,4.891932694461374,1,9,7
67,-9.934265,0.33615357,342.03058,2.061828333097793,2,15,9
68,24.449982,0.28900737,313.86545,62.49777373660565,2,7,7
69,-3.04628,0.20986222,254.87831,140.71531479721955,18,0,0
70,-1.6926727,0.21477541,239.60402,0.34535231943232425,0,1,14
71,4.5427246,0.16994599,218.96219,18.34506210095251,3,10,7
72,-4.980377,0.030348746,122.09389,14.216030089299258,21,6,1
73,-1.3954239,-0.019612433,85.859436,6.676342259939383,56,5,2
74,-2.5103836,-0.018765777,86.601234,10.16847985867739,50,1,1
75,-8.117615,0.38839698,353.62323,65.29255355026501,6,0,13
76,-9.932587,0.31472778,312.12653,8.228496035087602,40,8,0
77,9.318146,0.2857715,307.4701,58.706964770923406,14,10,2
78,-10.768066,0.13913782,194.75285,29.16865125529607,51,0,0
79,-4.8000793,0.39261186,366.97607,66.13386698203134,11,7,7
80,25.319824,0.41609976,365.47165,11.385440621686001,13,4,11
81,4.287842,0.48905483,404.1921,9.504394019895841,10,1,15
82,-0.6385498,0.28985995,308.11945,37.16742534163982,26,3,3
83,0.16229248,-0.028305197,80.32789,19.695107606804584,33,5,3
84,-4.790619,0.35058168,331.3839,100.0286807631883,10,0,7
85,9.660645,0.269821,272.14578,40.8889449472388,32,3,0
86,-2.1854553,0.0033462904,102.278824,4.14031822513903,35,3,4
87,-4.2704163,0.22048822,239.34856,58.17042519665262,0,1,13
88,-1.2108765,0.27863362,270.24515,0.7163490904075958,26,1,10
89,-6.6159515,0.23504552,253.95482,2.900190888267442,7,0,13
90,-7.0966797,0.4054331,357.45,82.42073061128951,28,0,4
91,-7.601425,0.21154392,231.36877,49.13135834473246,11,0,7
92,25.401764,0.3284292,313.47897,42.6879762690763,38,1,1
93,-8.281616,0.38696295,339.91702,6.465897802504962,5,1,15
94,0.14402008,-0.05614417,61.541245,33.97216063744001,17,2,2
95,2.5690613,0.31402364,309.45377,33.28683848900208,21,0,10
96,3.1746826,0.36743012,334.4204,41.668313164126346,37,2,2
97,-7.384552,0.37846437,353.57114,44.76531281860876,11,1,11
98,9.387512,0.2971254,291.34875,26.204550462176464,49,0,1
99,-5.44046,0.3961525,356.31067,192.14099189610857,11,0,5
100,-3.9493103,0.30560887,296.2009,1.2545339721465982,2,0,16
101,-2.2726135,-0.027061533,82.626495,9.155712781193547,7,2,14
102,-1.6451797,-0.05233498,66.61028,19.933393452630504,5,3,10
103,-6.283325,0.379418,336.3774,63.247493751318444,19,2,7
104,0.7298889,0.35189733,325.9181,15.871574006938237,40,1,0
105,8.804947,0.23469165,248.79451,10.361776295535423,27,0,5
106,-3.2142944,0.286126,270.24496,31.601147058383965,44,0,0
107,-12.685669,0.38971752,330.71277,0.2572072432286294,3,0,18
108,2.6235504,0.1778224,221.27487,5.8269807360119525,34,0,4
109,-2.2670631,-0.058459915,61.065697,1.8214615501482365,32,1,5
110,-11.014862,0.3831987,341.4152,20.86612976340927,50,1,0
111,-10.475891,0.31633687,309.09866,3.8833404026001945,58,0,2
112,-10.076874,0.42572442,359.6919,16.039931315481933,44,0,2
113,-0.029266357,0.43954292,365.04437,0.5514788513806286,50,0,0
114,-6.726715,0.28401434,277.22495,7.871081528350455,44,0,0
115,0.06028366,-0.04981715,62.2386,2.5028540164988233,39,0,9
116,-3.2356873,0.34860823,315.09128,40.02929266900811,35,0,4
117,-9.135101,0.34252238,325.37973,25.71513906440283,16,0,13
118,-2.575798,-0.018299103,87.52001,30.068236593945553,25,2,5
119,-0.8817444,0.20485838,234.3871,15.318155811300675,22,0,8
120,3.708496,0.43025833,364.17862,2.1758065639201334,7,0,18
121,39.552704,0.47964787,402.17816,23.451751892936052,2,1,17
122,-4.2469177,0.4637429,415.80893,53.634470884856526,16,1,11
123,-5.74234,0.37050912,342.68347,44.94811952333975,14,0,10
124,0.7246704,0.3389472,309.13043,20.385003334956778,33,2,6
125,0.95202637,-0.038455337,68.81272,1.9022612486408894,10,15,2
126,0.2712822,-0.054027457,63.099247,16.07955522491993,1,5,12
127,16.013214,0.3745404,323.97516,1.1549253206188332,0,2,20
128,-1.2021179,0.38052735,322.6085,28.57531376675543,6,1,12
129,-9.657837,0.37040296,329.64984,62.35661017645208,22,0,6
130,-2.4738312,0.18936661,212.8625,7.0507332379024374,0,2,16
131,-12.6716,0.43543896,350.81284,14.628333795973415,34,0,7
132,-2.871811,0.19418101,216.5086,17.34333289950181,6,0,13
133,-8.178131,0.39363885,332.24692,1.7565904133349601,0,3,17
134,-7.1027374,0.2432854,248.16081,22.45510915219139,5,0,18
135,-7.452057,0.44111064,347.90417,11.73856096503668,6,1,17
136,-11.407074,0.40500867,333.285,21.9888587571269,7,0,15
137,0.20744324,-0.069711745,60.055172,2.52572702020724,2,2,16
138,-1.3866005,-0.07482241,57.351227,10.79409563013094,39,2,0
139,-9.626434,0.5020559,381.1513,14.570739835098696,9,0,15
140,-13.404221,0.23671488,228.29947,14.859298711901744,49,0,0
141,0.13947296,-0.004775232,96.87222,12.253830304695832,2,1,15
142,-4.868927,0.46003154,349.79712,30.25825295661284,25,0,11
143,-1.0203857,0.34561273,290.43262,20.816585871002594,29,0,4
144,0.14878082,-0.035250213,77.12261,3.6569754047706025,2,0,27
145,-3.6285858,0.2575125,237.51167,5.195749039015521,49,0,0
146,-10.738754,0.23438647,228.44379,7.75628647065226,0,0,20
147,1.1358948,0.40348214,326.3535,3.958667192764782,14,0,12
148,14.865723,0.43906906,322.16895,29.99645973759583,27,4,3
149,-3.0295029,-0.025812801,84.53813,4.018760299377088,13,1,18
150,-8.5859375,0.34828243,298.86926,13.750907092713943,5,1,15
151,-0.8769684,0.222086,222.36938,14.321263978414834,22,0,6
152,-4.33947,0.019988399,110.413956,8.022132699494081,46,1,4
153,-6.817932,0.38558525,316.6989,49.663642806333236,12,0,14
154,3.1221466,0.2693387,253.25372,24.179073183299757,33,0,2
155,-7.705475,0.38147643,312.1009,77.89592324709061,25,0,5
156,-2.0022583,0.4026444,314.60947,23.292467516201494,34,0,1
157,0.054534912,-0.06739044,54.37667,3.8415387022165466,23,0,11
158,23.532745,0.57776904,399.28436,15.14567144347707,27,2,10
159,14.580139,0.50069493,361.86343,23.484638017323952,30,0,7
160,-4.645691,0.3859094,306.84744,31.084402176856262,38,0,0
161,2.361023,0.30845204,273.0416,17.04649072293202,13,1,11
162,-2.073082,-0.050256193,70.65038,1.254467653205264,0,0,18
163,7.256256,0.6010879,406.55484,1.835711119942708,0,0,19
164,-7.985199,0.3017628,257.2184,23.74771115046687,2,0,13
165,-9.569611,0.41530254,310.9737,28.43247204256751,0,1,17
166,0.95462036,0.53860646,397.31076,39.385340461339474,25,0,11
167,30.773834,0.44417167,338.07602,3.6141619594559398,50,0,0
168,-0.4830017,0.1825567,194.92949,3.4002185060077696,49,0,0
169,-1.8791199,0.4041935,308.56384,15.03292675890862,2,1,14
170,-7.649048,0.4578074,345.38477,25.00119965871604,28,2,9
171,-7.779236,0.08043584,143.35492,3.739331193786604,23,0,12
172,-0.5882263,0.47014233,329.8996,4.224176245299634,33,0,5
173,-2.0491943,0.43080622,315.4031,19.400351173676242,50,0,0
174,-4.6057816,-0.011404973,93.727264,3.167234826386557,51,0,7
175,-4.6550446,0.16819502,186.78864,1.4314361334390142,8,1,17
176,0.24196625,-0.053772874,72.73715,3.7815740510819102,1,1,19
177,19.146454,0.5628274,389.29327,132.63320046584025,28,0,2
178,-4.7938843,0.39248854,295.4593,49.16396280763398,15,1,9
179,-13.919617,0.55189717,369.87772,31.924897776384253,63,0,0
180,4.2427063,0.45871755,330.2762,4.7379428808705235,12,0,16
181,-3.4338684,0.13566801,166.74866,4.444665898377024,0,0,16
182,0.27200317,0.35399982,275.22992,1.6081526664456574,90,0,0
183,-6.7705536,0.1741841,186.39531,3.518661938284854,8,1,16
184,0.13006592,-0.102266096,46.719364,0.9015439783941299,52,0,0
185,-3.5968323,0.5227018,362.919,3.2199154034639985,30,0,9
186,7.7408447,0.43871903,317.60464,7.66673373332658,48,0,0
187,4.128723,0.58806825,412.26425,38.77860080598664,46,0,1
188,-0.4298401,0.3587265,298.37576,4.374531035181288,37,0,10
189,-2.6353912,0.028850788,115.60828,10.666904621962308,2,0,16
190,2.850586,0.41412014,312.85776,23.512237109344735,29,0,10
191,14.763123,0.34304652,271.8663,17.656728246164107,39,0,0
192,21.44751,0.48975223,345.36588,5.460709679888545,61,0,0
193,-2.4137573,0.3753034,286.5258,22.85604550426383,24,1,5
194,0.14377975,-0.08566894,53.05342,1.9415654108049893,58,0,0
195,-1.6230774,0.6801444,452.31482,32.58976829555836,34,0,8
196,35.894928,0.55499417,381.38205,7.362809542086431,6,1,18
197,0.1491661,-0.08290049,53.078323,1.074894284272521,55,0,1
198,-6.9071655,0.44258904,319.52417,36.44173050209082,45,0,0
199,5.6237793,0.44256556,329.24896,35.44148673878037,38,0,1
200,15.498749,0.5265435,363.27176,36.053019641756556,6,3,15
201,0.87316895,0.38298175,288.04404,30.233155577949127,9,1,9
202,-2.236992,-0.05306377,71.345566,6.742657703730678,58,0,0
203,-3.1793976,-0.038788565,80.79966,4.037494405948398,56,0,0
204,0.8950424,-0.030136598,84.539925,2.335565436471888,3,0,20
205,0.056365967,0.58533543,386.22903,17.747589165707854,27,0,10
206,4.8420715,0.46147904,337.20023,8.589939176394157,30,0,11
207,-8.123383,0.4209594,312.16354,25.72891331848846,3,0,15
208,-15.430817,0.7928498,491.6678,25.814635505302512,50,0,7
209,-7.74942,0.49180275,352.78662,9.133237643761799,38,0,6
210,-0.58712006,-0.082861446,55.751987,2.919376158058756,1,0,18
211,-2.752777,0.444907,329.57202,26.339492087431502,2,0,21
212,18.33258,0.4385725,310.5148,8.130496802086206,34,0,3
213,-8.59671,0.435949,309.69147,46.038475350073256,26,0,5
214,-1.2337646,0.6303939,417.08813,14.163523631739412,38,0,8
215,0.07809448,-0.071887955,59.59897,4.111296340531849,57,1,1
216,-11.121643,0.493762,343.91843,26.10309692186339,46,0,3
217,-14.086243,0.41460064,304.8127,7.254052801847364,32,0,5
218,0.035507202,-0.08318316,48.842358,0.6981085687729616,51,0,1
219,-1.4835892,-0.048363104,72.38467,2.909833665747474,30,1,12
220,0.19942474,-0.053325947,68.32439,0.5174887747979913,77,0,0
221,-3.4954834,0.35089216,282.81482,7.564788567465974,1,0,19
222,-4.3932495,0.59363693,386.133,76.47810128480671,19,0,9
223,-0.48291016,0.4648467,335.21243,1.7643130235587865,53,1,0
224,-7.212921,0.53851634,356.33377,32.18885160435072,8,8,8
225,-10.490967,0.4612083,333.8326,56.50192590859794,9,0,16
226,-1.9121552,0.0027790107,101.39784,1.0320752300218643,1,0,20
227,-2.8559265,0.41723895,313.62634,8.939800309411847,5,1,20
228,-8.721008,0.39147395,292.2137,28.076068956723546,43,0,0
229,-5.8151245,0.4785582,336.88632,4.641026214499779,29,0,11
230,0.13782883,-0.08951353,49.961937,3.2927961604161977,53,0,0
231,0.1280098,-0.09431106,47.845985,1.1212143312722178,53,0,0
232,-1.8338928,0.18157002,190.96658,0.7252478641370574,2,0,19
233,0.66485596,0.41724545,306.5365,11.98835260831499,21,0,11
234,0.18939209,-0.059534278,66.244064,1.0661025757660294,74,0,0
235,-7.4267273,0.3252867,257.43875,21.398671312991063,2,0,18
236,-0.36382675,-0.073964305,54.733845,0.7455635278583368,34,0,8
237,-9.182037,0.6223177,400.57944,95.86101691641248,1,0,15
238,16.90689,0.53581613,379.16022,31.727423971181835,14,0,17
239,-4.852936,0.4234356,306.63657,24.86944581085512,4,1,15
240,-4.8474426,0.49813432,351.0597,19.65718369137742,3,1,17
241,13.72287,0.66627616,433.1381,5.9525292350144205,1,0,21
242,-8.3272705,0.3941034,280.49936,8.80141350481188,2,2,14
243,5.2018433,0.63327765,416.00555,45.858323529589065,0,0,18
244,-10.930603,0.5301266,352.34024,6.4864667242077205,1,1,17
245,-0.8148804,0.62161773,415.1602,7.719511060680976,24,1,11
246,-0.4989395,-0.05851176,62.259914,0.09661251999712661,11,0,18
247,-11.139618,0.5427566,359.43765,5.992811582021435,14,0,13
248,-21.040741,0.5241521,355.2621,35.97076343405749,0,0,16
249,0.48272705,0.3605785,279.92868,21.65390142276626,0,0,18
250,5.694458,0.71476644,463.81613,1.4940031961139404,86,1,1
251,-7.2834473,0.39418384,299.45703,15.979093097799952,3,0,15
252,-6.929962,0.063302815,133.867,0.4218727327153369,6,0,17
253,-3.9375305,0.715686,450.68616,30.738139512239332,8,0,16
254,-8.393341,0.62804496,412.7664,34.79058560294017,1,1,20
255,0.21121216,-0.039907355,75.5767,2.4648318895596733,59,0,8
256,-6.1386414,0.29584795,245.85304,1.4270524955743262,4,0,21
257,8.57901,0.47474086,329.29984,10.491647785616948,1,1,17
258,-0.11224365,-0.10084968,43.12078,2.1968375889295055,27,0,6
259,-0.5878906,0.60903925,378.33093,1.2550908043727311,0,2,18
260,3.3923645,0.75089455,451.41864,17.16406855186554,2,1,19
261,-2.5066528,0.50869143,341.11975,73.6947913216322,5,0,12
262,-12.206055,0.54841566,353.36804,25.80830523805377,3,0,17
263,17.548065,0.72043175,432.83948,36.10739517893674,38,1,10
264,-5.847809,0.5154695,343.3016,11.191053855213866,1,0,16
265,-9.703369,0.71454895,441.55438,71.94587361607655,0,0,20
266,-4.7761536,0.4535107,313.60355,94.59388236136672,2,2,12
267,-13.635132,0.7409582,436.39502,46.479741182767114,4,0,20
268,-3.5343018,0.45511508,305.2569,28.19230326627677,0,1,14
269,-1.0611839,-0.07623167,60.664455,3.6197832722654724,0,0,19
270,-3.3857117,0.37486744,274.68823,44.30080824908785,15,0,8
271,-3.5690308,0.44420737,299.8933,25.719747955089872,10,2,13
272,8.112061,0.56953025,343.18942,17.129862955788756,6,3,12
273,-8.569519,0.6640435,398.81958,91.2365879363091,9,0,13
274,0.40817642,-0.08141834,62.22189,3.538607823272367,12,0,13
275,-8.934204,0.66901463,400.38757,5.639048481409862,13,0,16
276,-10.394501,0.7038984,420.97766,63.55927356601916,3,0,17
277,17.87259,0.6059159,366.603,14.02065631857015,0,0,17
278,0.62927246,-0.07235647,64.18355,6.574942948504662,7,0,17
279,1.3649292,0.56810075,352.80484,16.62683791378071,11,0,13
280,11.291626,0.4072988,282.06256,0.5741310196105616,5,0,17
281,-9.82132,0.19504975,195.18428,6.021894791342816,2,0,19
282,0.110198975,0.017088015,107.5529,1.3897385787658818,22,0,11
283,4.529602,0.29815897,242.22183,2.212136550609916,2,3,17
284,0.4807434,-0.06823041,68.20463,4.13377038024973,6,0,18
285,-13.456116,0.5858523,368.32037,70.32969286549246,5,1,14
286,-1.2603874,-0.077982806,63.34808,5.174544477915467,9,0,16
287,-2.2990723,-0.04118344,80.6026,4.904529001648812,31,0,13
288,-3.233551,0.55120903,338.1223,8.187921929084368,0,0,17
289,-10.727356,0.3422008,257.07016,18.255488515354216,3,0,12
290,8.582916,0.7497221,431.37717,68.83206067389077,0,0,17
291,-7.38443,0.38985953,274.2672,0.16413131539473103,9,0,14
292,-3.5204773,-0.03431656,84.008484,2.3150462152470475,6,0,16
293,-10.75116,0.41213673,283.40085,8.442926916018147,5,0,13
294,24.92871,0.5989165,370.71024,4.827186305788981,29,0,11
295,4.8538513,0.5505088,342.77438,71.76201554570153,3,0,12
296,-9.715088,0.48349062,317.08728,6.7348735481246145,0,0,18
297,5.2921143,0.364165,259.50427,68.71959881909541,0,0,12
298,20.048737,0.56064016,344.43912,17.807202282836506,1,1,20
299,9.737427,0.41939032,284.53174,17.105996043903573,1,1,17
300,-2.368866,0.65728784,381.31918,3.5679660024293636,0,0,23
301,-8.310822,0.5604125,351.06482,23.153006548806832,4,0,14
302,17.807556,0.58869505,351.9615,7.869870965169373,0,0,19
303,-1.1096153,-0.08664262,59.62454,2.305411724573638,0,0,19
304,-8.519867,0.36751515,257.664,11.221215072648977,3,1,12
305,-2.3493042,0.40680566,283.87616,213.47433776324544,0,1,3
306,-8.858948,0.52683383,322.32388,7.017930073045759,26,1,12
307,-1.8295593,0.63243806,384.59714,21.482195273726454,0,1,16
308,-6.8980713,0.61964405,376.9809,90.55802850576204,4,1,14
309,1.8582458,0.5414399,344.73083,1.2965761855743452,3,2,16
310,-4.4738617,0.3141044,234.43669,13.534835201672728,4,1,13
311,-3.129181,0.6522649,373.29898,26.257894977885304,5,0,15
312,1.0612183,-0.06470685,70.17014,0.06076351864193785,4,0,17
313,-1.6247864,0.5104912,323.59515,36.243822047688845,9,1,13
314,1.0698547,0.7446608,435.09735,8.862550885435823,2,0,18
315,-0.020843506,-0.06947752,65.60863,1.805894384870939,2,0,23
316,-0.90831375,-0.11349212,49.382515,3.947529035518958,3,0,14
317,-7.4162903,0.36909896,256.49796,42.21462790025018,4,0,13
318,-3.9919739,0.6874673,388.73627,17.329305615791803,0,0,21
319,-2.054016,0.41616815,276.87146,143.9213453900042,5,1,4
320,-0.036102295,-0.07535084,64.05765,2.9736316831234295,29,0,13
321,-9.382111,0.5024311,321.06967,24.240852148910225,7,0,14
322,13.0278015,0.39777663,271.8395,4.255660430393782,1,0,18
323,-3.4925232,0.39169776,274.6972,36.81466876214651,1,0,15
324,3.1148376,0.61424893,368.4268,11.50389570523502,2,0,16
325,0.13920593,-0.06740747,65.62219,12.90146679952315,43,0,5
326,5.9222717,0.4418288,297.05563,21.698637832850306,0,1,17
327,-1.8381653,0.40187496,275.61935,2.3679861993215585,4,0,17
328,0.141716,-0.070029385,64.985306,6.526327492489257,41,1,7
329,10.592529,0.6508675,378.5713,56.57117136954744,1,0,16
330,-0.4384117,-0.08239872,59.130234,0.2428978885190194,0,0,21
331,-5.9248047,0.39353606,272.76233,7.093243827156854,6,2,14
332,25.820404,0.62468976,382.35977,32.21306586158073,4,0,18
333,0.3532219,-0.1001438,51.530403,0.3515261275724413,9,0,14
334,-11.963654,0.3938849,270.55215,4.075002653264576,0,0,15
335,-6.4244385,0.17825904,180.21657,2.3830430725353295,1,0,18
336,3.117096,0.40012193,272.05243,232.08062284912694,1,1,1
337,10.282745,0.50486094,328.702,10.023105551879308,8,1,15
338,8.510284,0.45986763,307.86017,19.93123863000574,14,0,11
339,16.505173,0.3873905,272.00137,0.7667706310496207,6,0,13
340,-2.0628052,0.63207734,378.7461,56.73383248081679,6,0,13
341,-0.13235474,0.30611572,231.62976,2.615382513721954,1,0,18
342,-9.038635,0.5232791,329.19623,68.31620978253865,0,0,13
343,-6.111145,0.4526392,294.63486,43.0584478060798,7,0,12
344,0.3627777,-0.056357916,71.482895,1.6339206473015389,38,1,10
345,-1.0135498,0.40989625,275.0257,5.0835951419313865,2,2,16
346,-5.188263,0.7068657,406.77972,7.709397138647038,1,1,20
347,-11.001251,0.6053123,374.81177,51.11615133655195,0,0,19
348,-5.1402283,0.49789348,330.5247,34.57300902690194,1,0,17
349,0.988327,0.3222276,241.45792,11.356327519021736,0,1,14
350,7.5930786,0.804488,441.1029,67.11430790882815,3,1,15
351,0.36060333,-0.07578787,64.60706,3.4080779809718273,30,0,11
352,11.982422,0.4438251,293.95157,26.32295843881343,4,1,15
353,8.749908,0.8805296,470.70294,29.582842257187952,1,0,22
354,-10.305908,0.5298751,328.37616,30.506029530301255,0,0,20
355,4.147766,0.2365239,207.14532,4.375068640287068,2,0,14
356,-7.27771,0.6573534,377.40314,45.8502267523088,3,1,14
357,23.937866,0.6393241,373.63074,110.09625591201959,2,0,13
358,4.4484863,0.51737714,314.71152,29.198109623386564,9,1,14
359,-0.12483215,-0.04398394,78.97568,9.331294375791481,56,0,7
360,-8.010986,0.64106065,376.9382,28.927145496818113,1,0,18
361,0.09693909,-0.08029051,56.482544,0.6288487130627516,0,0,21
362,3.5328674,0.6166837,360.8572,33.06692163566772,3,0,15
363,0.008255005,-0.037679445,81.00956,4.739080338835233,28,0,13
364,20.307098,0.56928784,357.3181,12.313064868283613,7,0,19
365,2.004303,0.5899603,350.73312,83.57803096461222,1,1,12
366,-5.340744,0.026337406,111.74648,1.8721266598209363,3,1,16
367,-8.804184,0.16590196,178.30573,9.432150273146808,3,0,19
368,18.12918,0.5008075,307.8351,2.772214820553714,0,1,15
369,-3.193863,0.2626787,217.15471,22.143295485570217,4,0,14
370,-10.393188,0.63237864,375.08472,65.52736825782901,0,0,16
371,-11.771545,0.7120953,398.36795,57.29019777630428,6,0,16
372,-5.7335815,0.42426613,284.1315,116.19216502680608,0,0,9
373,-0.9639435,-0.079726994,62.60804,2.221472357500664,6,0,16
374,4.206787,0.4615644,304.47302,21.418658739535037,4,1,13
375,0.7015686,-0.078937925,64.398994,1.749562765717715,1,0,16
376,0.7928009,0.024215767,113.27024,8.132164705804467,11,0,21
377,39.318787,0.61575884,366.62357,105.00118361548675,1,0,13
378,-5.0714264,0.072191544,130.89798,2.3793421442148066,0,0,15
379,-6.3105774,0.86908966,452.8504,95.38322138986447,1,0,16
380,-5.5933228,0.29304153,224.2496,11.369347760188564,0,0,14
381,11.896057,0.5104365,321.01898,2.56715436897494,2,0,19
382,0.26031113,-0.08393936,58.953655,3.733569053520532,23,0,10
383,1.8417358,0.60779,355.2718,79.89405872565678,2,0,15
384,-5.443115,0.6462093,388.85556,192.44092198422177,3,1,8
385,-7.527252,0.18387817,182.5613,0.2528539448998961,3,0,17
386,-3.5875854,0.37340784,260.56537,15.460503098567447,0,0,16
387,-11.602539,0.8463927,452.09937,48.33535634556784,2,0,18
388,0.7527771,0.3626188,257.37656,22.279263674153245,1,0,16
389,49.477753,0.6043942,356.86752,35.00534587410526,8,0,12
390,22.68335,0.5958283,347.86456,10.664143999036924,6,0,15
391,-4.1976624,0.40095642,267.19882,19.016868773507202,3,0,17
392,-5.5769043,0.51786107,315.94806,157.2567938814143,0,1,9
393,-10.957062,0.5390049,319.375,17.498687447863006,2,0,16
394,38.51779,0.8017107,431.90823,20.095624606186576,1,0,20
395,-1.6563721,0.965418,492.9251,51.8071907331229,0,1,23
396,15.898834,0.4434108,281.79843,18.506201717381554,4,0,13
397,-4.150543,0.5302845,324.31036,187.55931169881273,6,0,5
398,4.9356995,0.86355764,455.78574,112.25613320958138,1,0,17
399,3.6936646,0.14251499,163.13414,4.188554668917459,0,0,20
400,-9.242432,0.59335583,342.08917,26.564836345467015,0,1,18
401,8.579651,0.9160772,469.1791,17.444196270818466,1,0,23
402,17.16336,0.58491814,340.98627,47.98851001835435,3,1,15
403,-5.1996155,0.5914027,347.20633,4.391399782846824,1,1,29
404,-4.155487,0.59741277,344.34183,9.278758028458189,0,0,17
405,-3.7839355,0.753837,401.5348,98.32202559615939,7,1,13
406,-0.047805786,-0.05561067,70.97123,2.2438811537375236,17,0,15
407,-1.7753601,0.34896114,244.46991,7.5088230460795575,2,0,19
408,-23.864807,0.8329496,435.67868,7.171491279761405,1,0,21
409,-2.645172,0.60260105,345.86124,30.404203813744367,11,2,12
410,-10.4652405,0.6636954,365.47815,9.58482232532082,1,0,20
411,-11.975067,0.6036629,340.25784,16.604617149096946,0,0,20
412,3.2653198,0.5853315,337.05927,36.712461252095366,0,0,13
413,31.924072,0.73945147,395.78058,23.069979426114095,0,0,20
414,-7.133911,0.64793247,366.94818,17.065522950077586,0,0,19
415,-15.350647,0.9772351,502.62085,13.987522948523964,1,0,25
